Strongest,Strong,Weak,Weakest,Super_Weak,median_alpha,n_x,median_ntail,Not_Scale_Free,prob_a,n_nodes,iteration,n_y,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc,fp_gml
False,False,False,False,False,3.0200000000000014,8000.0,1459.0,True,0.25,8000,19,8000.0,3.0200000000000014,37.0,1459.0,-6404.026359447471,0.031,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_19.csv
False,False,False,False,False,2.9600000000000017,8000.0,1514.0,True,0.25,8000,2,8000.0,2.9600000000000017,38.0,1514.0,-6758.271805902923,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_2.csv
False,False,False,False,False,2.610000000000001,8000.0,2420.0,True,0.25,8000,20,8000.0,2.610000000000001,25.0,2420.0,-10501.605354949104,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_20.csv
False,False,False,False,False,2.950000000000002,8000.0,1492.0,True,0.25,8000,21,8000.0,2.950000000000002,33.0,1492.0,-6459.524787343873,0.011,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_21.csv
False,False,False,False,False,2.910000000000002,8000.0,1552.0,True,0.25,8000,22,8000.0,2.910000000000002,33.0,1552.0,-6766.358092860635,0.003,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_22.csv
False,False,False,False,False,3.0000000000000018,8000.0,1271.0,True,0.25,8000,23,8000.0,3.0000000000000018,36.0,1271.0,-5565.656190466609,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_23.csv
False,False,False,False,False,2.8500000000000014,8000.0,1631.0,True,0.25,8000,24,8000.0,2.8500000000000014,38.0,1631.0,-7419.39888346378,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_24.csv
False,False,False,False,False,2.990000000000002,8000.0,1470.0,True,0.25,8000,25,8000.0,2.990000000000002,38.0,1470.0,-6525.694004558383,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_25.csv
False,False,False,False,False,2.910000000000002,8000.0,1608.0,True,0.25,8000,26,8000.0,2.910000000000002,33.0,1608.0,-7011.569546548866,0.003,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_26.csv
False,False,False,False,False,2.1900000000000013,8000.0,4198.0,True,0.25,8000,27,8000.0,2.1900000000000013,14.0,4198.0,-17932.926758653644,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_27.csv
False,False,False,False,False,2.8800000000000017,8000.0,1538.0,True,0.25,8000,28,8000.0,2.8800000000000017,38.0,1538.0,-6958.057255264253,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_28.csv
False,False,False,False,False,2.9000000000000017,8000.0,1443.0,True,0.25,8000,29,8000.0,2.9000000000000017,36.0,1443.0,-6422.773005600295,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_29.csv
False,False,False,False,False,2.930000000000001,8000.0,1428.0,True,0.25,8000,3,8000.0,2.930000000000001,34.0,1428.0,-6242.953741624457,0.005,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_3.csv
False,False,False,False,False,3.0100000000000016,8000.0,1284.0,True,0.25,8000,30,8000.0,3.0100000000000016,36.0,1284.0,-5609.88184551885,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_30.csv
False,False,False,False,False,2.990000000000002,8000.0,1383.0,True,0.25,8000,4,8000.0,2.990000000000002,36.0,1383.0,-6058.660244954352,0.039,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_4.csv
False,False,False,False,False,2.8000000000000016,8000.0,1737.0,True,0.25,8000,5,8000.0,2.8000000000000016,30.0,1737.0,-7554.8388218260625,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_5.csv
False,False,False,False,False,2.4400000000000013,8000.0,2802.0,True,0.25,8000,6,8000.0,2.4400000000000013,24.0,2802.0,-12560.804727531391,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_6.csv
False,False,False,False,False,2.2700000000000014,8000.0,3545.0,True,0.25,8000,7,8000.0,2.2700000000000014,15.0,3545.0,-14978.042502839731,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_7.csv
False,False,False,False,False,2.930000000000001,8000.0,1455.0,True,0.25,8000,8,8000.0,2.930000000000001,35.0,1455.0,-6402.570751416055,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_8.csv
False,False,False,False,False,2.2300000000000013,8000.0,3951.0,True,0.25,8000,9,8000.0,2.2300000000000013,15.0,3951.0,-16902.372595154193,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.25_iteration_9.csv
False,False,False,False,False,3.0100000000000016,8000.0,1405.0,True,0.26,8000,1,8000.0,3.0100000000000016,38.0,1405.0,-6219.2589489765705,0.007,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_1.csv
False,False,False,False,False,2.370000000000001,8000.0,3112.0,True,0.26,8000,10,8000.0,2.370000000000001,21.0,3112.0,-13802.788733971129,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_10.csv
False,False,False,False,False,2.9600000000000017,8000.0,1582.0,True,0.26,8000,11,8000.0,2.9600000000000017,38.0,1582.0,-7064.297146868754,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_11.csv
False,False,False,False,False,2.150000000000001,8000.0,4125.0,True,0.26,8000,12,8000.0,2.150000000000001,15.0,4125.0,-18156.58301234004,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_12.csv
False,False,False,False,False,2.9200000000000017,8000.0,1488.0,True,0.26,8000,13,8000.0,2.9200000000000017,38.0,1488.0,-6689.953707989054,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_13.csv
False,False,False,False,False,2.830000000000002,8000.0,1978.0,True,0.26,8000,14,8000.0,2.830000000000002,27.0,1978.0,-8343.33812703449,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_14.csv
False,False,False,False,False,3.0500000000000016,8000.0,1294.0,True,0.26,8000,15,8000.0,3.0500000000000016,37.0,1294.0,-5647.171893124458,0.015,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_15.csv
False,False,False,False,False,2.3100000000000014,8000.0,3467.0,True,0.26,8000,16,8000.0,2.3100000000000014,19.0,3467.0,-15285.656979471394,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_16.csv
False,False,False,False,False,2.9800000000000018,8000.0,1714.0,True,0.26,8000,17,8000.0,2.9800000000000018,38.0,1714.0,-7624.038145506978,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_17.csv
False,False,False,False,False,3.0100000000000016,8000.0,1537.0,True,0.26,8000,18,8000.0,3.0100000000000016,38.0,1537.0,-6795.503680927357,0.003,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_18.csv
False,False,False,False,False,2.990000000000002,8000.0,1402.0,True,0.26,8000,19,8000.0,2.990000000000002,38.0,1402.0,-6223.403926415382,0.001,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_19.csv
False,False,False,False,False,2.9600000000000017,8000.0,1552.0,True,0.26,8000,2,8000.0,2.9600000000000017,38.0,1552.0,-6926.7565745601405,0.004,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_2.csv
False,False,False,False,False,2.220000000000001,8000.0,3850.0,True,0.26,8000,20,8000.0,2.220000000000001,17.0,3850.0,-17028.98205808901,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_20.csv
False,False,False,False,False,2.8400000000000016,8000.0,1794.0,True,0.26,8000,21,8000.0,2.8400000000000016,32.0,1794.0,-7860.359671219001,0.001,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_21.csv
False,False,False,False,False,2.8800000000000017,8000.0,1410.0,True,0.26,8000,22,8000.0,2.8800000000000017,35.0,1410.0,-6259.819885712701,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_22.csv
False,False,False,False,False,2.9800000000000018,8000.0,1391.0,True,0.26,8000,23,8000.0,2.9800000000000018,38.0,1391.0,-6180.67837305289,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_23.csv
False,False,True,True,False,2.990000000000002,8000.0,1488.0,False,0.26,8000,24,8000.0,2.990000000000002,38.0,1488.0,-6606.728798278788,0.101,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_24.csv
False,False,False,False,False,2.9800000000000018,8000.0,1539.0,True,0.26,8000,25,8000.0,2.9800000000000018,38.0,1539.0,-6845.541400848901,0.002,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_25.csv
False,False,False,False,False,2.910000000000002,8000.0,1467.0,True,0.26,8000,26,8000.0,2.910000000000002,37.0,1467.0,-6558.730258913343,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_26.csv
False,False,False,False,False,2.950000000000002,8000.0,1350.0,True,0.26,8000,27,8000.0,2.950000000000002,38.0,1350.0,-6029.871254846124,0.006,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_27.csv
False,False,False,False,False,2.170000000000001,8000.0,4375.0,True,0.26,8000,28,8000.0,2.170000000000001,16.0,4375.0,-19435.728787366428,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_28.csv
False,False,False,False,False,3.0500000000000016,8000.0,1198.0,True,0.26,8000,29,8000.0,3.0500000000000016,38.0,1198.0,-5263.046692661652,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_29.csv
False,False,False,False,False,2.950000000000002,8000.0,1585.0,True,0.26,8000,3,8000.0,2.950000000000002,38.0,1585.0,-7079.201772424598,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_3.csv
False,False,False,False,False,2.300000000000001,8000.0,3390.0,True,0.26,8000,30,8000.0,2.300000000000001,19.0,3390.0,-14986.759309804367,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_30.csv
False,False,False,False,False,2.9200000000000017,8000.0,1457.0,True,0.26,8000,4,8000.0,2.9200000000000017,38.0,1457.0,-6548.984644875196,0.002,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_4.csv
False,False,False,False,False,3.0000000000000018,8000.0,1554.0,True,0.26,8000,5,8000.0,3.0000000000000018,38.0,1554.0,-6882.766341821325,0.041,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_5.csv
False,False,False,False,False,2.260000000000001,8000.0,3966.0,True,0.26,8000,6,8000.0,2.260000000000001,18.0,3966.0,-17530.980499214293,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_6.csv
False,False,False,False,False,3.030000000000002,8000.0,1312.0,True,0.26,8000,7,8000.0,3.030000000000002,36.0,1312.0,-5708.57061166805,0.014,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_7.csv
False,False,False,False,False,2.120000000000001,8000.0,4413.0,True,0.26,8000,8,8000.0,2.120000000000001,15.0,4413.0,-19668.787350291645,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_8.csv
False,False,False,False,False,2.250000000000001,8000.0,3858.0,True,0.26,8000,9,8000.0,2.250000000000001,18.0,3858.0,-17105.17813289942,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.26_iteration_9.csv
False,False,False,False,False,2.950000000000002,8000.0,1669.0,True,0.27,8000,1,8000.0,2.950000000000002,38.0,1669.0,-7465.820869657311,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_1.csv
False,False,False,False,False,2.250000000000001,8000.0,3993.0,True,0.27,8000,10,8000.0,2.250000000000001,17.0,3993.0,-17498.005031689823,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_10.csv
False,False,False,False,False,2.950000000000002,8000.0,1616.0,True,0.27,8000,11,8000.0,2.950000000000002,38.0,1616.0,-7218.755860948386,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_11.csv
False,False,False,False,False,2.9000000000000017,8000.0,1662.0,True,0.27,8000,12,8000.0,2.9000000000000017,38.0,1662.0,-7500.552346769311,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_12.csv
False,False,False,False,False,2.390000000000001,8000.0,3081.0,True,0.27,8000,13,8000.0,2.390000000000001,22.0,3081.0,-13725.632560714972,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_13.csv
False,False,False,False,False,2.870000000000002,8000.0,1822.0,True,0.27,8000,14,8000.0,2.870000000000002,38.0,1822.0,-8253.4768796566,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_14.csv
False,False,False,False,False,2.970000000000001,8000.0,1601.0,True,0.27,8000,15,8000.0,2.970000000000001,38.0,1601.0,-7132.255909665279,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_15.csv
False,False,False,False,False,2.380000000000001,8000.0,3259.0,True,0.27,8000,16,8000.0,2.380000000000001,22.0,3259.0,-14562.067121412969,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_16.csv
False,False,False,False,False,2.8500000000000014,8000.0,1812.0,True,0.27,8000,17,8000.0,2.8500000000000014,39.0,1812.0,-8296.213267990026,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_17.csv
False,False,False,False,False,2.870000000000002,8000.0,1662.0,True,0.27,8000,18,8000.0,2.870000000000002,38.0,1662.0,-7536.324532866762,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_18.csv
False,False,False,False,False,2.970000000000001,8000.0,1618.0,True,0.27,8000,19,8000.0,2.970000000000001,38.0,1618.0,-7209.064534939207,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_19.csv
False,False,False,False,False,2.9400000000000017,8000.0,1680.0,True,0.27,8000,2,8000.0,2.9400000000000017,38.0,1680.0,-7520.215270530431,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_2.csv
False,False,False,False,False,2.9600000000000017,8000.0,1502.0,True,0.27,8000,20,8000.0,2.9600000000000017,38.0,1502.0,-6700.135234594607,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_20.csv
False,False,False,False,False,2.160000000000001,8000.0,4506.0,True,0.27,8000,21,8000.0,2.160000000000001,18.0,4506.0,-20606.23495647712,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_21.csv
False,False,False,False,False,2.300000000000001,8000.0,3691.0,True,0.27,8000,22,8000.0,2.300000000000001,21.0,3691.0,-16700.43928144296,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_22.csv
False,False,False,False,False,2.8800000000000017,8000.0,1756.0,True,0.27,8000,23,8000.0,2.8800000000000017,38.0,1756.0,-7950.583838691489,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_23.csv
False,False,False,False,False,2.300000000000001,8000.0,3653.0,True,0.27,8000,24,8000.0,2.300000000000001,19.0,3653.0,-16158.38235094353,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_24.csv
False,False,False,False,False,2.9400000000000017,8000.0,1691.0,True,0.27,8000,25,8000.0,2.9400000000000017,38.0,1691.0,-7567.519888837889,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_25.csv
False,False,False,False,False,2.2300000000000013,8000.0,3974.0,True,0.27,8000,26,8000.0,2.2300000000000013,18.0,3974.0,-17773.942217624543,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_26.csv
False,False,False,False,False,2.300000000000001,8000.0,3621.0,True,0.27,8000,27,8000.0,2.300000000000001,19.0,3621.0,-16029.28351419984,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_27.csv
False,False,False,False,False,2.8800000000000017,8000.0,1612.0,True,0.27,8000,28,8000.0,2.8800000000000017,34.0,1612.0,-7108.515079193325,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_28.csv
False,False,False,False,False,2.9200000000000017,8000.0,1633.0,True,0.27,8000,29,8000.0,2.9200000000000017,38.0,1633.0,-7336.899054693313,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_29.csv
False,False,False,False,False,2.8100000000000014,8000.0,1926.0,True,0.27,8000,3,8000.0,2.8100000000000014,37.0,1926.0,-8781.289918577311,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_3.csv
False,False,False,False,False,2.870000000000002,8000.0,1741.0,True,0.27,8000,30,8000.0,2.870000000000002,38.0,1741.0,-7895.43028573091,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_30.csv
False,False,False,False,False,2.160000000000001,8000.0,4393.0,True,0.27,8000,4,8000.0,2.160000000000001,16.0,4393.0,-19543.614149290333,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_4.csv
False,False,False,False,False,2.8400000000000016,8000.0,1785.0,True,0.27,8000,5,8000.0,2.8400000000000016,39.0,1785.0,-8190.715847926262,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_5.csv
False,False,False,False,False,2.930000000000001,8000.0,1707.0,True,0.27,8000,6,8000.0,2.930000000000001,38.0,1707.0,-7650.108998724561,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_6.csv
False,False,False,False,False,2.7300000000000013,8000.0,2012.0,True,0.27,8000,7,8000.0,2.7300000000000013,37.0,2012.0,-9308.16321068786,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_7.csv
False,False,False,False,False,2.8400000000000016,8000.0,1706.0,True,0.27,8000,8,8000.0,2.8400000000000016,38.0,1706.0,-7769.866669311858,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_8.csv
False,False,False,False,False,2.950000000000002,8000.0,1685.0,True,0.27,8000,9,8000.0,2.950000000000002,38.0,1685.0,-7536.604174453278,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.27_iteration_9.csv
False,False,False,False,False,2.8200000000000016,8000.0,1864.0,True,0.28,8000,1,8000.0,2.8200000000000016,39.0,1864.0,-8572.18714796446,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_1.csv
False,False,False,False,False,2.910000000000002,8000.0,1497.0,True,0.28,8000,10,8000.0,2.910000000000002,38.0,1497.0,-6735.394281968349,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_10.csv
False,False,False,False,False,2.5800000000000014,8000.0,2713.0,True,0.28,8000,11,8000.0,2.5800000000000014,28.0,2713.0,-12168.462171659812,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_11.csv
False,False,False,False,False,2.370000000000001,8000.0,3456.0,True,0.28,8000,12,8000.0,2.370000000000001,21.0,3456.0,-15320.01997162407,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_12.csv
False,False,False,False,False,2.870000000000002,8000.0,1789.0,True,0.28,8000,13,8000.0,2.870000000000002,38.0,1789.0,-8105.561465271483,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_13.csv
False,False,False,False,False,2.610000000000001,8000.0,2616.0,True,0.28,8000,14,8000.0,2.610000000000001,31.0,2616.0,-11925.433763426314,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_14.csv
False,False,False,False,False,2.8100000000000014,8000.0,1776.0,True,0.28,8000,15,8000.0,2.8100000000000014,38.0,1776.0,-8133.465101706535,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_15.csv
False,False,False,False,False,2.7800000000000016,8000.0,2069.0,True,0.28,8000,16,8000.0,2.7800000000000016,38.0,2069.0,-9545.548438453652,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_16.csv
False,False,False,False,False,2.890000000000001,8000.0,1505.0,True,0.28,8000,17,8000.0,2.890000000000001,38.0,1505.0,-6794.0858507025205,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_17.csv
False,False,False,False,False,2.7500000000000018,8000.0,1883.0,True,0.28,8000,18,8000.0,2.7500000000000018,39.0,1883.0,-8784.308199603212,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_18.csv
False,False,False,False,False,2.8800000000000017,8000.0,1821.0,True,0.28,8000,19,8000.0,2.8800000000000017,39.0,1821.0,-8290.215348493617,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_19.csv
False,False,False,False,False,2.320000000000001,8000.0,3819.0,True,0.28,8000,2,8000.0,2.320000000000001,21.0,3819.0,-17206.36759980739,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_2.csv
False,False,False,False,False,2.5100000000000016,8000.0,2968.0,True,0.28,8000,20,8000.0,2.5100000000000016,25.0,2968.0,-13205.358092010883,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_20.csv
False,False,False,False,False,2.4600000000000013,8000.0,3097.0,True,0.28,8000,21,8000.0,2.4600000000000013,24.0,3097.0,-13831.127743563828,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_21.csv
False,False,False,False,False,2.0900000000000007,8000.0,4774.0,True,0.28,8000,22,8000.0,2.0900000000000007,14.0,4774.0,-21152.979759750528,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_22.csv
False,False,False,False,False,2.470000000000001,8000.0,3056.0,True,0.28,8000,23,8000.0,2.470000000000001,29.0,3056.0,-14204.612216621312,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_23.csv
False,False,False,False,False,2.180000000000001,8000.0,4493.0,True,0.28,8000,24,8000.0,2.180000000000001,17.0,4493.0,-20170.147131813217,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_24.csv
False,False,False,False,False,2.290000000000001,8000.0,3793.0,True,0.28,8000,25,8000.0,2.290000000000001,23.0,3793.0,-17570.318577661805,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_25.csv
False,False,False,False,False,2.9600000000000017,8000.0,1355.0,True,0.28,8000,26,8000.0,2.9600000000000017,35.0,1355.0,-5935.143880420335,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_26.csv
False,False,False,False,False,2.4600000000000013,8000.0,3274.0,True,0.28,8000,27,8000.0,2.4600000000000013,26.0,3274.0,-14873.33692110894,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_27.csv
False,False,False,False,False,2.220000000000001,8000.0,4084.0,True,0.28,8000,28,8000.0,2.220000000000001,20.0,4084.0,-18731.54677007212,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_28.csv
False,False,False,False,False,2.320000000000001,8000.0,3716.0,True,0.28,8000,29,8000.0,2.320000000000001,21.0,3716.0,-16703.30561581425,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_29.csv
False,False,False,False,False,2.9200000000000017,8000.0,1766.0,True,0.28,8000,3,8000.0,2.9200000000000017,38.0,1766.0,-7934.4480185833345,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_3.csv
False,False,False,False,False,2.830000000000002,8000.0,1896.0,True,0.28,8000,30,8000.0,2.830000000000002,39.0,1896.0,-8711.65795882659,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_30.csv
False,False,False,False,False,3.030000000000002,8000.0,1613.0,True,0.28,8000,4,8000.0,3.030000000000002,38.0,1613.0,-7116.328785660182,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_4.csv
False,False,False,False,False,2.8000000000000016,8000.0,2007.0,True,0.28,8000,5,8000.0,2.8000000000000016,39.0,2007.0,-9275.277504494334,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_5.csv
False,False,False,False,False,2.950000000000002,8000.0,1642.0,True,0.28,8000,6,8000.0,2.950000000000002,38.0,1642.0,-7342.331268052909,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_6.csv
False,False,False,False,False,2.910000000000002,8000.0,1352.0,True,0.28,8000,7,8000.0,2.910000000000002,37.0,1352.0,-6046.018967633303,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_7.csv
False,False,False,False,False,2.8100000000000014,8000.0,1968.0,True,0.28,8000,8,8000.0,2.8100000000000014,39.0,1968.0,-9064.95259279994,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_8.csv
False,False,False,False,False,2.990000000000002,8000.0,1535.0,True,0.28,8000,9,8000.0,2.990000000000002,38.0,1535.0,-6814.581784626294,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.28_iteration_9.csv
False,False,False,False,False,3.0000000000000018,8000.0,1882.0,True,0.29,8000,1,8000.0,3.0000000000000018,34.0,1882.0,-8132.631383024796,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.29_iteration_1.csv
False,False,False,False,False,2.320000000000001,8000.0,3782.0,True,0.29,8000,10,8000.0,2.320000000000001,22.0,3782.0,-17181.915479490388,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.29_iteration_10.csv
False,False,False,False,False,2.7800000000000016,8000.0,2027.0,True,0.29,8000,11,8000.0,2.7800000000000016,39.0,2027.0,-9403.63259768206,0.0,0.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.29_iteration_11.csv
False,False,False,False,False,2.160000000000001,8000.0,4587.0,True,0.29,8000,12,8000.0,2.160000000000001,16.0,4587.0,-20429.33472070916,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.29_iteration_12.csv
False,False,False,False,False,2.2700000000000014,8000.0,4136.0,True,0.29,8000,13,8000.0,2.2700000000000014,20.0,4136.0,-18673.998258795564,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.29_iteration_13.csv
False,False,False,False,False,2.360000000000001,8000.0,3547.0,True,0.29,8000,14,8000.0,2.360000000000001,23.0,3547.0,-16104.949736617204,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.29_iteration_14.csv
False,False,False,False,False,2.210000000000001,8000.0,4490.0,True,0.29,8000,15,8000.0,2.210000000000001,20.0,4490.0,-20693.785507911027,0.0,-1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.29_iteration_15.csv
